Event name,Image,Date,Time,Place,Price,Attendees,Tags,Views count 
Andersen Trainee Program (Dnipro) (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9B%D0%9E%D0%93%D0%9E_UzsLaQT/64ce1ea3e15bfb4557d103eb302ac654.png,05 February (Monday),,Dnipro,free,"https://dou.ua/users/ollyqa/, https://dou.ua/users/sergey-sokolovsky/, https://dou.ua/users/brusnikaonetab/, https://dou.ua/users/stuckonmars0/, https://dou.ua/users/banderaua/",".NET, Android, PHP, QA, дизайн, кар’єра, курси",620
Курс “Business Analysis Intensive Online” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FB_banner_%D0%92%D0%90/3fb80490261dc898842e6afecf3c80cc.png,5 лютого — 15 березня,,Online,18 900 грн. до 07.01.2024,https://dou.ua/users/vitaliy-todorenko/,"BA, кар’єра, курси, менеджмент",443
Практикум «REST Assured Bootcamp:онлайн інтенсив за 2 дні» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/restassured/0476a7aa31a3528328736dfb2a06f842.png,5 лютого (понеділок),,online,безкоштовно,"https://dou.ua/users/j-n/, https://dou.ua/users/zinaida-usikova/, https://dou.ua/users/anastasiya-tokar/, https://dou.ua/users/yuliya-ulichna/, https://dou.ua/users/andrey-gnat/, https://dou.ua/users/dmitrij-gontsa/, https://dou.ua/users/kostya-nepomnyashyi/, https://dou.ua/users/denys-tremba/, https://dou.ua/users/darina-berdo/","QA, воркшоп, тестування",323
Курс «Python для аналізу даних» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/IMG_8989/7137f62278a466fd6ff101ef57b68804.png,5 лютого (понеділок),,Онлайн,Від 28250 грн,,"Data Science, Python, кар’єра, курси, технології",313
Andersen Trainee Program (Cherkasy) (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9B%D0%9E%D0%93%D0%9E_yzOarpq/77d0ee7402544cde72cf36744ed1c720.png,05 February (Monday),,Cherkasy,free,https://dou.ua/users/dima-velichko-1/,".NET, Android, PHP, QA, дизайн, кар’єра, курси",243
Andersen Trainee Program (Chernihiv) (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9B%D0%9E%D0%93%D0%9E_5ehQpga/abcb3fd1a5679f5e5d1d587b89280f1d.png,05 February (Monday),,Chernihiv,free,https://dou.ua/users/andrii-kazun/,".NET, Android, PHP, QA, дизайн, кар’єра, курси",190
Курс “Кар’єрний level-up: Soft skills для професіоналів” від E5 Training and Consulting (подія в архіві),https://s.dou.ua/CACHE/images/img/events/SSP/f4b0c4b859e261a6fb3ec34e72d1f539.png,4 лютого (неділя),,Online,14 900 грн до 18.02.2024,,"кар’єра, курси, менеджмент",20
Курс “Project Management: Deep Dive Online” (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9F%D0%BE%D0%B4%D1%96%D1%97_%D0%B7_%D0%9B%D1%8C%D0%BE%D1%88%D0%B5%D1%8E_E2s5Ukr/40d322f9faf068614f897d092394d273.png,3 лютого — 10 березня,,Online,23 900 грн. до  21.01.2024,,"кар’єра, курси, менеджмент",373
Live Stream: Serverless App with Spring Cloud Function (подія в архіві),https://s.dou.ua/CACHE/images/img/events/cover-stream-2/ee30f7349e6d49f47afe260f43057a81.png,03 February (Saturday),19:00,Online,донат на ЗСУ від $9,,"Java, вебінар, технології",36
Game Dev Internship від Sigma Software University (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Fb_UVWAso5/caa94c19c110d65ba7f245bd60107cda.png,2 лютого (п'ятниця),,Online,безкоштовно,"https://dou.ua/users/oleg-algash/, https://dou.ua/users/tanya-pavliuk/, https://dou.ua/users/misha-ivanchenko/, https://dou.ua/users/oleksandr-zelinskii-1/, https://dou.ua/users/andrii-chopek/, https://dou.ua/users/liliia-volkovska/, https://dou.ua/users/kristina-masik/, https://dou.ua/users/aleksandr-vajdich/, https://dou.ua/users/ruslan21004/, https://dou.ua/users/darkcatssmile/, https://dou.ua/users/77enderguy77/, https://dou.ua/users/konstantin-suhih/, https://dou.ua/users/dima-sahno/, https://dou.ua/users/yurii-bodnar-1/, https://dou.ua/users/bohdan-kaziamir/, https://dou.ua/users/mariia-tkachova/, https://dou.ua/users/dmitrii-pidko/, https://dou.ua/users/anton-voronenko/, https://dou.ua/users/anastasiya-olejnik-5/, https://dou.ua/users/mihail-zabolotnyij/, https://dou.ua/users/dasha-girka/, https://dou.ua/users/oleksandr-palamarchuk-4/, https://dou.ua/users/maksim-merenyanin/, https://dou.ua/users/denis-zavjalec/, https://dou.ua/users/chempionhv/, https://dou.ua/users/dim-jos/, https://dou.ua/users/vyacheslav-manafov-1/","gamedev, кар’єра, курси, технології",5380
Tech Art Internship від Sigma Software University (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Fb_GaZUQYJ/335909de43a65b85b0c16645d6b37d13.png,2 лютого (п'ятниця),,Online,безкоштовно,"https://dou.ua/users/hanna-lebedieva/, https://dou.ua/users/matviy-kolodiy/, https://dou.ua/users/andriy-ulok/, https://dou.ua/users/andrii-gapon/, https://dou.ua/users/yegor-bliznyuk/, https://dou.ua/users/tinllesion/, https://dou.ua/users/piko-poko/, https://dou.ua/users/katerina-orel/, https://dou.ua/users/evelina-kovach/, https://dou.ua/users/valeriamelnyk08/, https://dou.ua/users/nata-faschevska/, https://dou.ua/users/aliona-poliakova/, https://dou.ua/users/chempionhv/","gamedev, junior, дизайн, кар’єра, курси, технології",1736
Техакатон Teens in AI (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2024-01-15_16-31-54/a20c9acf66d995b7725905f0acb8558d.png,2 лютого (п'ятниця),,онлайн,,,"AI, junior, технології, хакатон",545
Онлайн-конференція «HR 365» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2024-01-18_12-15-33/ee5d5e1fb897049990579be140845dab.png,2 лютого (п'ятниця),15:00,Онлайн,Безкоштовно,"https://dou.ua/users/ganna-zikova/, https://dou.ua/users/yuliya-voiteh/, https://dou.ua/users/tatyana-ivanenko/, https://dou.ua/users/anastasii-zimnytska/, https://dou.ua/users/aleksandra-dream-lab/, https://dou.ua/users/tetiana-momot-1/, https://dou.ua/users/viktoriia-obidchenko-1/, https://dou.ua/users/zoya-holubeva/, https://dou.ua/users/igor-sobko-4/, https://dou.ua/users/sveta-harchenko/, https://dou.ua/users/anna-dovbysh/, https://dou.ua/users/andrey-gnat/, https://dou.ua/users/aleksej-kuts/","HR, кар’єра, конференція, менеджмент",468
Тренінг-інтенсив «Тестування REST-сервісів» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/rest_2WYOeAJ/2c1c1981fab0cb4c4f01711b2abe4058.png,1 лютого (четвер),10:00 — 18:00,Онлайн,безкоштовно,https://dou.ua/users/sergey-morenets/,"Java, воркшоп, кар’єра, тестування, технології",76
Вебінар Ірини Фіщук «Як використати гранти для стратегічного розвитку бізнесу?» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Facebook_post_-_%D0%9F%D0%BE%D0%B4%D1%96%D1%8F_%D0%A4%D1%96%D1%89%D1%83%D0%BA_%D0%93%D1%80%D0%B0%D0%BD%D1%82%D0%B8_1/d2e1684e70d3a611e7150002b2295d26.png,1 лютого (четвер),18:00,онлайн,400 грн,,"бізнес, вебінар, менеджмент",15
"Індивідуальне стажування на позицію JavaScript Developer (TypeScript, React, Node.js) у SysGears (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF__od7PgIt/904e4dee661a701af8b1ba8c92d9f062.png,7 лютого (середа),,Дніпро,безкоштовно,"https://dou.ua/users/kolya-golovaschenko/, https://dou.ua/users/anton-mahdysiuk/, https://dou.ua/users/andrii-chopek/, https://dou.ua/users/slava-topchak/, https://dou.ua/users/anastasiashyrii/, https://dou.ua/users/viktor-zozulia/, https://dou.ua/users/volodimir-maselko/, https://dou.ua/users/aleksandr-pik/, https://dou.ua/users/pasha-savchenko/, https://dou.ua/users/ivan-padalka/, https://dou.ua/users/viacheslav-pronikov/, https://dou.ua/users/maks-lyashenko/, https://dou.ua/users/max-manalatii/, https://dou.ua/users/nikitakaper25/, https://dou.ua/users/kotsupir-marta/","JavaScript, junior, node.js, кар’єра, курси, технології",2288
"Курс Java Pro (Spring, Hibernate) від Prog Academy (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/inst_ENlvdjL/ccc7870480ef789449a5d5e1ec2ac29b.png,7 лютого (середа),,онлайн,від 10100 грн.,https://dou.ua/users/vsvld-thebios/,"Java, англійська, кар’єра, курси, технології",565
Київський міжнародний форум з кібербезпеки 2024 «Стійкість під час кібервійни» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/KICRF_1x1_eng/046add8742adae249514ade23f6b1e7f.png,7 — 8 лютого,,Offline в Києві та online,"безкоштовно, необхідна попередня реєстрація","https://dou.ua/users/project-shel-official/, https://dou.ua/users/anastasiya-zhuga-3/","бізнес, безпека, конференція, технології",509
Безкоштовна лекція «Старт у Data Science та Analytics: перші кроки у 2024» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D1%80%D0%BF%D0%BE%D0%BF%D1%80%D0%BE/0c7f502bbe98a26a068bc757075e999b.png,7 лютого (середа),19:00,online,безкоштовно,"https://dou.ua/users/vitalgol/, https://dou.ua/users/oksana-pukas/, https://dou.ua/users/mps-andruxa/, https://dou.ua/users/dmytro-tarasiuk/, https://dou.ua/users/glib-sukhomlyn-ka-93/, https://dou.ua/users/alex-ermolenko/, https://dou.ua/users/yuliia-maskaieva/, https://dou.ua/users/arseniy-parakhnych/, https://dou.ua/users/mariya-tkachenko-3/","Data Science, вебінар, кар’єра",299
Вебінар «Оптимізуємо резюме для проходження ATS» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%92%D0%B5%D0%B1%D1%96%D0%BD%D0%B0%D1%80_07.02.24/80299d1080138e2cb0636e415a56b7d5.png,7 лютого (середа),,online,Безкоштовно,"https://dou.ua/users/svitlana-korniyenko/, https://dou.ua/users/darya-bilyuk/, https://dou.ua/users/dmytro-rudin/, https://dou.ua/users/tatyana-ivanenko/, https://dou.ua/users/osana-multimedia/, https://dou.ua/users/vladymyr-mazepa/, https://dou.ua/users/anastasiya-karpishina/, https://dou.ua/users/dasha-rosinets/, https://dou.ua/users/tanya-pavliuk/","HR, вебінар, кар’єра, технології",270
Dnipro Design Meetup #1 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D1%84%D0%B1_0X3p7kk/e2546646a41bc61a7264d62ab8697e6c.png,7 лютого (середа),18:30,"Дніпро, вул. Гоголя, 26, Кав’ярня «Ніс» + онлайн",200-400 грн,"https://dou.ua/users/tetiana-fartushna-1/, https://dou.ua/users/vladimir-tarasov-1/, https://dou.ua/users/natali-ivakh/, https://dou.ua/users/verba-daniel/, https://dou.ua/users/olya-savva/","дизайн, кар’єра, мітап",243
Вебінар «Один день роботи Бізнес-аналітика в IT-компанії» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%80%D0%B5%D0%BE_%D0%B2%D0%B0_r1HkwaP/6c7c2d298557ba6aabb6b3b4e05f2617.png,7 лютого (середа),17:00,online,Безкоштовно,"https://dou.ua/users/diana-sobol/, https://dou.ua/users/dmitriy-shamayko/, https://dou.ua/users/mariya-tkachenko-3/, https://dou.ua/users/denyszhuravskyi/, https://dou.ua/users/yevgen-zhitaryuk-1/, https://dou.ua/users/diana-yarmoshik/","BA, вебінар, кар’єра",134
Вебінар «Кар’єрний Коучинг в IT: кому і для чого» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D0%B0%D1%80%D0%B6%D1%80%D0%BD%D0%B8%D0%B8_%D0%BA%D0%BE%D1%83%D1%87%D0%B8%D0%BD%D0%B3/2bd9b5e32e61a1916e6ecb7e624d7bad.png,7 лютого (середа),18:00,онлайн,безкоштовно,"https://dou.ua/users/anton-nebera/, https://dou.ua/users/elina-botalova/, https://dou.ua/users/yuliia-smetanska/, https://dou.ua/users/nastya-tsybulska/","HR, вебінар, кар’єра",100
Вебінар «Організація безпечної роботи команди звідусіль» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/840%D1%85460_GIw0cJb/60c8cdfa4d672afb39e2ae5c00ae28d8.png,7 лютого (середа),16:00,online,безкоштовно,https://dou.ua/users/dmytro-rudin/,"вебінар, менеджмент",100
Вебінар «Power BI: Що це та для кого потрібен» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/Telegram-PowerBI/2ef46bc9fde1969d33ae16d7fefe7552.png,7 лютого (середа),19:00,Online,Безкоштовно,"https://dou.ua/users/tetiana-horbachevska/, https://dou.ua/users/ihor-stefaniv/, https://dou.ua/users/liliya-gardash/","BI, вебінар",88
"Онлайн-подія «Плаваю у факапах, як риба у воді» (подія в архіві)",https://s.dou.ua/CACHE/images/img/events/FB_3_zikJ9Cr/8d1f3b79f3b65e2ba0e076bf4e044a6e.png,7 лютого (середа),19:00,Онлайн,200 грн (50% на ЗСУ),,"вебінар, менеджмент",29
Affiliate management school від PAXLE (подія в архіві),https://s.dou.ua/CACHE/images/img/events/600%D1%85315_1/65e63a1ac445a51894847bdc2305d025.png,6 лютого (вівторок),,онлайн,безкоштовно,"https://dou.ua/users/udovenkodima7/, https://dou.ua/users/yuliya-goncharenko-4/, https://dou.ua/users/maksym-mianivskyi/, https://dou.ua/users/oleksandr-kutas/, https://dou.ua/users/vanya-krasulya/, https://dou.ua/users/dariamaryuha/, https://dou.ua/users/maksym-popov-2/, https://dou.ua/users/axcombo/, https://dou.ua/users/marta-pashko/, https://dou.ua/users/ayz3ro/, https://dou.ua/users/olenka-pylypenko/, https://dou.ua/users/nastya-kindris/, https://dou.ua/users/st1mkyy/, https://dou.ua/users/vasil-grits-1/, https://dou.ua/users/oleksandra-krizhna/, https://dou.ua/users/yuliia-mahan/, https://dou.ua/users/nikita-buts-1/, https://dou.ua/users/ekaterina-serbin/, https://dou.ua/users/stoltnj-georgj-bsd-11/, https://dou.ua/users/dimaggsolovyov/, https://dou.ua/users/zoya-holubeva/, https://dou.ua/users/katya-ukrainochka/, https://dou.ua/users/igor-yats/, https://dou.ua/users/aska197/, https://dou.ua/users/kyrylo-papezhuk/, https://dou.ua/users/alona-maksimova/, https://dou.ua/users/kirill-stepanov-3/, https://dou.ua/users/olga-grebinchak/, https://dou.ua/users/vlad-gilevskii/, https://dou.ua/users/vladimir-radchenko-2/, https://dou.ua/users/karina-kuhar/, https://dou.ua/users/anastasii-zimnytska/, https://dou.ua/users/polina-chornodolya/, https://dou.ua/users/anastasiya-kuzmenko-4/, https://dou.ua/users/pavlo-bondarchuk/, https://dou.ua/users/andrey-gnat/, https://dou.ua/users/nataliia-tyshchenko-2/, https://dou.ua/users/ira-prilyuk/, https://dou.ua/users/vladislav-kovpach/, https://dou.ua/users/dan-terenkov/, https://dou.ua/users/olia-zhenchak/, https://dou.ua/users/anastasiia-makovetska/, https://dou.ua/users/asya-os/, https://dou.ua/users/pollishell/, https://dou.ua/users/aleksandr-bondarenko-21/, https://dou.ua/users/pakkij/, https://dou.ua/users/veronika-miroshnikova/","кар’єра, курси, маркетинг, менеджмент",2214
Онлайн курс “TypeScript” від Hillel IT School (подія в архіві),https://s.dou.ua/CACHE/images/img/events/TS-9-Telegram_SKpgXR0/cf816d47c29de989bdad37b6ebdccd22.png,6 лютого (вівторок),,Online,9000 грн,,"кар’єра, курси, технології",702
Вебінар «Як побудувати ефективну воронку продажів» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DOU_calendar_aJpIp5Y/f98215641e2458dbd8552e260f7a12d1.png,6 лютого (вівторок),16:00,Online,безкоштовно,"https://dou.ua/users/artur-kozlovskyi/, https://dou.ua/users/veronica-panasenko-1/, https://dou.ua/users/victor-gulenko/, https://dou.ua/users/tetiana-troitska/, https://dou.ua/users/oksana-umenchuk/, https://dou.ua/users/taras-senytsia/, https://dou.ua/users/anastasiya-kuzmenko-4/, https://dou.ua/users/nataliia-tyshchenko-2/, https://dou.ua/users/helga-blanc/, https://dou.ua/users/ihor-stefaniv/","Sales, бізнес, вебінар, маркетинг",219
SKELAR Meetup та Svoї in Tech: «Як складні часи народжують сильні українські стартапи» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/1_2_copy/6fe87807e8b9c996e685d851b5ed5861.png,6 лютого (вівторок),19:00,"Київ, вул. Констянтинівська, 71 та онлайн",донат на збір для ЗСУ — від 400 грн,"https://dou.ua/users/iryna-franchuk-2/, https://dou.ua/users/greg-khodarin-2/, https://dou.ua/users/eduard-golodnitskij/","бізнес, мітап, стартап, технології",199
Курс “Магія Power BI” від Platma Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/2_NVxRtaB/a4781b68e88c4ad8c41d78dfdfdb4fee.png,6 лютого (вівторок),,Онлайн,12 000 грн,,"BI, кар’єра, курси, технології",157
Вебінар «Впровадження базових інструментів для управління проєктами» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%BA%D1%80%D0%B5%D0%BE_%D1%80%D0%BC_RTpLom7/09158d20fc44fde84146f3c4860fbcbd.png,6 лютого (вівторок),17:00,online,Безкоштовно,"https://dou.ua/users/dimon-krot/, https://dou.ua/users/taras-senytsia/, https://dou.ua/users/dmitriy-shamayko/","вебінар, менеджмент",138
Лекція «Лідогенерація в ІТ: ТОП-5 нагальних проблем та шляхи їх вирішення» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D0%9E%D0%B1%D0%BB%D0%BE%D0%B6%D0%BA%D0%B0_%D0%B2%D0%B5%D0%B1%D0%B8%D0%BD%D0%B0%D1%80%D0%B0_%D0%9D%D0%9E%D0%92%D0%90%D0%AF_vaxupv7/18cd2185e1ce44671559bd98ec6d3008.png,6 лютого (вівторок),19:00,Online,Безкоштовно,"https://dou.ua/users/kirill-stepanov-3/, https://dou.ua/users/anastasiya-kuzmenko-4/, https://dou.ua/users/mykhailo-toporkov/, https://dou.ua/users/helga-blanc/, https://dou.ua/users/mariana-yermolova/, https://dou.ua/users/victoria-zabolotska/","лекція, маркетинг",126
QA Management Club. Історії світчерів: поразки та успіхи. Як світ ІТ приймає новачків. (подія в архіві),https://s.dou.ua/CACHE/images/img/events/QA_Management_Club_1/046bd568eca142951494ecc972462d32.png,6 лютого (вівторок),20:00,online,Безкоштовно,"https://dou.ua/users/natali-mitch/, https://dou.ua/users/nika-gordienko/","QA, кар'єра, мітап",113
Лекція «Роман Марінський — Роль QA в реліз менеджменті» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/_qa-community/7a94c15f4da6fc193128f710a7bdc3f9.png,6 лютого (вівторок),19:00,Zoom,Безкоштовно,"https://dou.ua/users/ivan-druzhchenko-1/, https://dou.ua/users/tetyana-buhai/","QA, лекція, тестування",88
QA (Manual) — безоплатна інтернатура з можливістю продовження карʼєри в HYS Enterprise (подія в архіві),https://s.dou.ua/CACHE/images/img/events/HYS/dea6541d5cab516b41968647d42a9fcf.png,12 лютого (понеділок),,Online,безкоштовно,"https://dou.ua/users/helen-helen-4/, https://dou.ua/users/vova-m/, https://dou.ua/users/bogdan-leschenko-1/, https://dou.ua/users/viktoriya-taran-1/, https://dou.ua/users/konovalovmisha/, https://dou.ua/users/oksana-tischenko-2/, https://dou.ua/users/nazar-proskurnya/, https://dou.ua/users/ollyqa/, https://dou.ua/users/irina-degtyareva-2/, https://dou.ua/users/hrimach-dmitriy/, https://dou.ua/users/andrew-kinree/, https://dou.ua/users/olexandr-slobodyaniuk/, https://dou.ua/users/emma-belikova/, https://dou.ua/users/elena-pogoda/, https://dou.ua/users/sofiya-korenkovskaya/, https://dou.ua/users/oleksandra-kohuch/, https://dou.ua/users/anny-cherkalina/, https://dou.ua/users/nekabrat/, https://dou.ua/users/xitkoalex/, https://dou.ua/users/dima-nenich/, https://dou.ua/users/egor-popov-1/, https://dou.ua/users/denys-vasyliev-4/, https://dou.ua/users/vitalij-tsepkalo/, https://dou.ua/users/oleksii-nikolaiev/, https://dou.ua/users/tetiana-hordiichuk-2/, https://dou.ua/users/andrii-chopek/, https://dou.ua/users/kaban15021979/, https://dou.ua/users/olga-shapovalova-6/, https://dou.ua/users/viktor-deimon/, https://dou.ua/users/lfedoshamisha/, https://dou.ua/users/sergii-syrota/, https://dou.ua/users/ira-bodyan/, https://dou.ua/users/sergey-sokolovsky/, https://dou.ua/users/iuriy-koretskii/, https://dou.ua/users/olha-teplova/, https://dou.ua/users/tanya-hella/, https://dou.ua/users/darina-ladetska/, https://dou.ua/users/viacheslav-pylypenko/, https://dou.ua/users/serhii-skladannyi/, https://dou.ua/users/alex-alexander-1/, https://dou.ua/users/nadezhda-nadinsev/, https://dou.ua/users/maryna-davydok/","junior, QA, кар’єра, курси, тестування",4883
Node.js Development Course at Solvd (подія в архіві),https://s.dou.ua/CACHE/images/img/events/solvd_logo/d33dd52941ba797e4741731e8101ec84.png,12 February (Monday),,online,Free,"https://dou.ua/users/illia-melnyk/, https://dou.ua/users/vlad-kovalchuk-6/, https://dou.ua/users/sofi-tymechko/, https://dou.ua/users/vragno01/, https://dou.ua/users/oleksii-khomaziuk/, https://dou.ua/users/pollishell/, https://dou.ua/users/yarik-moroz/, https://dou.ua/users/artem-komov-1/, https://dou.ua/users/bogdan-demchuk-1/, https://dou.ua/users/diana-cherednyk-1/, https://dou.ua/users/sergej-kilivnik/, https://dou.ua/users/misha-mishin-2/, https://dou.ua/users/patr1k1035/, https://dou.ua/users/alex-prykh/, https://dou.ua/users/vadim-bondarchuk-3/, https://dou.ua/users/hrimach-dmitriy/, https://dou.ua/users/evgenii-galamaga/, https://dou.ua/users/keniiz-illya/, https://dou.ua/users/vladymyr-mazepa/, https://dou.ua/users/andriy-myckulych/, https://dou.ua/users/viktor-zozulia/, https://dou.ua/users/volodimir-maselko/, https://dou.ua/users/mariia-tkachova/, https://dou.ua/users/huell-babineaux/, https://dou.ua/users/olga-obushchak-1/, https://dou.ua/users/rudiywork/, https://dou.ua/users/kristina-shloma/, https://dou.ua/users/denis-sitnik/, https://dou.ua/users/aleksandr-chernobryvka/, https://dou.ua/users/vyacheslav-zolotarov/, https://dou.ua/users/lenya-cher/, https://dou.ua/users/andrii-chopek/, https://dou.ua/users/kateryna-mordovtseva/, https://dou.ua/users/vasil-grits-1/, https://dou.ua/users/oleksandr-maksymenko-2/, https://dou.ua/users/anton-vinnik/, https://dou.ua/users/valeriy-khinev/, https://dou.ua/users/olga1chernova/, https://dou.ua/users/danyl-pohrebniak/, https://dou.ua/users/albina-yevtushenko/, https://dou.ua/users/vika-kozerema/, https://dou.ua/users/bogdan-koropatnitskii/, https://dou.ua/users/vladislav-roshcheniuk/, https://dou.ua/users/liubomyr-lutskyi/, https://dou.ua/users/anton-mahdysiuk/, https://dou.ua/users/yaroslav-kostiv/, https://dou.ua/users/yurii-dilai/, https://dou.ua/users/ronalli/, https://dou.ua/users/daniel-m-1/, https://dou.ua/users/max-batykovich/, https://dou.ua/users/sasha-zaharen/, https://dou.ua/users/timur-know/, https://dou.ua/users/lesya-savka/, https://dou.ua/users/artem-chaplinskii/, https://dou.ua/users/pavlo-yurchenko/, https://dou.ua/users/serhiy-horodetskiy/, https://dou.ua/users/oleg-korzh/, https://dou.ua/users/dmytro-didukh-2/, https://dou.ua/users/absolut-lut/, https://dou.ua/users/vitalii-oliferchuk/, https://dou.ua/users/max-bolsunovskyi/, https://dou.ua/users/hryhorii-kyriienko/, https://dou.ua/users/nikitakikita007/, https://dou.ua/users/bendiukevichkatya/","node.js, кар’єра, курси, технології",4694
DataArt Winter IT Camp 2024 (подія в архіві),https://s.dou.ua/CACHE/images/img/events/DataArt-Winter-Trainee-2024-banner-590x360/1e9846ad921fe8d0824738ad27d4f042.png,12 лютого (понеділок),,online and offline у Львові,безкоштовно,"https://dou.ua/users/oleksandr-tisyak/, https://dou.ua/users/taras-senytsia/, https://dou.ua/users/roman_paliy_qa/, https://dou.ua/users/catherine-petrova/, https://dou.ua/users/ilona-scherbuk/, https://dou.ua/users/tanya-maltseva/, https://dou.ua/users/mariana-yermolova/, https://dou.ua/users/kaban15021979/, https://dou.ua/users/1qalexq1/, https://dou.ua/users/polina-krivenko/","QA, безпека, воркшоп, кар’єра, маркетинг, технології",1158
Тиждень відкритих лекцій «Genesis Design Week» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/FB_and_TG_rof7unY/ea8c5a9850128976ac4872a7e7388d6c.png,12 — 19 лютого,19:00,online,безкоштовно,"https://dou.ua/users/alex-boychenko/, https://dou.ua/users/chernigov408/, https://dou.ua/users/dmitriy-shamayko/, https://dou.ua/users/kathryn-garcia/, https://dou.ua/users/anna-koroleva-3/, https://dou.ua/users/natali-radchenko/, https://dou.ua/users/olya-chuhalenko/, https://dou.ua/users/vladislava-telyashenko/","junior, product, воркшоп, дизайн",488
Хакатон «Інновації у сфері deep-tech» (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2024-01-08_12-00-28/f50687a3af8193606f9c7cfa25105bd1.png,12 лютого (понеділок),,онлайн,безкоштовно,,"junior, бізнес, дизайн, кар’єра, маркетинг, технології, хакатон",484
Повний курс .NET Developer від SoftServe Academy (подія в архіві),https://s.dou.ua/CACHE/images/img/events/c_12.02_CC/c0cf9aeae62bf247063b15bb0eeabe14.png,12 лютого (понеділок),,Online,перший платіж 12999 грн,,".NET, курси, технології",460
Безкоштовний онлайн-курс «Sales Manager in IT» від JOIDY (подія в архіві),https://s.dou.ua/CACHE/images/img/events/photo_2024-01-31_15-49-41/6f929112996eadaad5abcad3b3b31eab.png,12 лютого (понеділок),,онлайн,безкоштовно,"https://dou.ua/users/oleg-kozlovets/, https://dou.ua/users/mariana-yermolova/, https://dou.ua/users/anastasiya-kuzmenko-4/, https://dou.ua/users/taras-senytsia/, https://dou.ua/users/fromjkee-white/, https://dou.ua/users/annimosienko/, https://dou.ua/users/yaroslava-ivanovich/, https://dou.ua/users/aleksandr-gulevatyii/, https://dou.ua/users/margarita-zaozernaya/, https://dou.ua/users/vladimir-bazel/, https://dou.ua/users/denis-yesman/","Sales, кар'єра, курси",380
Курс “Computer Science” мовою Java від Ш++ (подія в архіві),https://s.dou.ua/CACHE/images/img/events/%D1%81%D1%82%D0%B0%D1%80%D1%8211%D0%BB%D1%8E%D1%82%D0%BE%D0%B3%D0%BE/7e13b9bafc4d1155100965768ccee0b3.png,11 лютого (неділя),,онлайн,безкоштовно,"https://dou.ua/users/slava-osokin/, https://dou.ua/users/vasil-shpitchuk/, https://dou.ua/users/alex-slem/, https://dou.ua/users/viktoriia-tykhomyrova/, https://dou.ua/users/kate-voronina/, https://dou.ua/users/vova-m/, https://dou.ua/users/ivan-gumennij/, https://dou.ua/users/dmytro-hatilov/, https://dou.ua/users/misha-pashchuk/, https://dou.ua/users/anastasiya-yurina/, https://dou.ua/users/natalie-vecklenko/, https://dou.ua/users/dmitrii-garaschuk/, https://dou.ua/users/osana-multimedia/, https://dou.ua/users/aleksandr-kalubelov/, https://dou.ua/users/aleksandr-bondarenko-21/, https://dou.ua/users/sergey-sokolovsky/, https://dou.ua/users/kv-21-skibchik-arsen/, https://dou.ua/users/envisie/, https://dou.ua/users/aprilina114/, https://dou.ua/users/maks-bandurko/","кар’єра, курси, технології",2212
